iter	RMSE
1664	5534.985737
1665	5534.863985
1666	5534.811477
1667	5534.700646
1668	5534.591398
1669	5534.468756
1670	5534.335186
1671	5534.292365
1672	5534.268047
1673	5534.236857
1674	5534.185048
1675	5534.133767
1676	5534.025037
1677	5533.904674
1678	5533.807923
1679	5533.706236
1680	5533.605428
1681	5533.496158
1682	5533.465492
1683	5533.44117
1684	5533.350756
1685	5533.311805
1686	5533.226853
1687	5533.118457
1688	5533.019049
1689	5532.920167
1690	5532.838558
1691	5532.799956
1692	5532.758534
1693	5532.640434
1694	5532.518278
1695	5532.420797
1696	5532.30128
1697	5532.194453
1698	5532.096791
1699	5531.999656
1700	5531.959285
1701	5531.861795
1702	5531.822657
1703	5531.782814
1704	5531.725165
1705	5531.697133
1706	5531.617269
1707	5531.512897
1708	5531.472699
1709	5531.431972
1710	5531.315254
1711	5531.262184
1712	5531.220397
1713	5531.129594
1714	5531.091686
1715	5530.995238
1716	5530.897908
1717	5530.779063
1718	5530.742386
1719	5530.635882
1720	5530.606258
1721	5530.49111
1722	5530.46219
1723	5530.423572
1724	5530.394652
1725	5530.314592
1726	5530.221482
1727	5530.125725
1728	5530.019914
1729	5529.983585
1730	5529.947432
1731	5529.816927
1732	5529.722221
1733	5529.683245
1734	5529.631393
1735	5529.53686
1736	5529.508465
1737	5529.452908
1738	5529.32345
1739	5529.230146
1740	5529.135783
1741	5529.048826
1742	5529.010551
1743	5528.959222
1744	5528.865912
1745	5528.82693
1746	5528.787771
1747	5528.694106
1748	5528.589502
1749	5528.493716
1750	5528.401281
1751	5528.286969
1752	5528.168774
1753	5528.041756
1754	5528.014235
1755	5527.977187
1756	5527.884037
1757	5527.79265
1758	5527.755954
1759	5527.728784
1760	5527.638982
1761	5527.528536
1762	5527.453552
1763	5527.361628
1764	5527.327575
1765	5527.277114
1766	5527.17513
1767	5527.091847
1768	5526.967098
1769	5526.882225
1770	5526.847816
1771	5526.737001
1772	5526.644713
1773	5526.552952
1774	5526.503189
1775	5526.469131
1776	5526.432779
1777	5526.399956
1778	5526.316309
1779	5526.204778
1780	5526.090244
1781	5526.000239
1782	5525.895408
1783	5525.78228
1784	5525.678857
1785	5525.579138
1786	5525.49689
1787	5525.410406
1788	5525.346865
1789	5525.223312
1790	5525.146884
1791	5525.093578
1792	5524.979551
1793	5524.888998
1794	5524.840456
1795	5524.804623
1796	5524.772496
1797	5524.651754
1798	5524.53154
1799	5524.507179
1800	5524.416971
1801	5524.398788
1802	5524.366836
1803	5524.268506
1804	5524.164877
1805	5524.077489
1806	5524.029646
1807	5523.943315
1808	5523.89141
1809	5523.788657
1810	5523.677958
1811	5523.63064
1812	5523.594446
1813	5523.504577
1814	5523.424417
1815	5523.322539
1816	5523.287225
1817	5523.186051
1818	5523.152326
1819	5523.067393
1820	5522.978928
1821	5522.892934
1822	5522.866977
1823	5522.781864
1824	5522.682269
1825	5522.651013
1826	5522.604393
1827	5522.515568
1828	5522.427094
1829	5522.328552
1830	5522.249435
1831	5522.226301
1832	5522.206874
1833	5522.09579
1834	5522.070712
1835	5521.984703
1836	5521.876264
1837	5521.789369
1838	5521.764289
1839	5521.657258
1840	5521.611514
1841	5521.515784
1842	5521.440894
1843	5521.346398
1844	5521.236532
1845	5521.151747
1846	5521.066078
1847	5521.041702
1848	5520.936246
1849	5520.905157
1850	5520.787157
1851	5520.689646
1852	5520.64619
1853	5520.59549
1854	5520.518645
1855	5520.493913
1856	5520.413003
1857	5520.316546
1858	5520.239873
1859	5520.153306
1860	5520.082285
1861	5520.005786
1862	5519.920452
1863	5519.852785
1864	5519.819746
1865	5519.727342
1866	5519.645537
1867	5519.621331
1868	5519.512845
1869	5519.441109
1870	5519.346225
1871	5519.263708
1872	5519.179069
1873	5519.073932
1874	5518.982929
1875	5518.898993
1876	5518.816823
1877	5518.74119
1878	5518.646824
1879	5518.601938
1880	5518.495199
1881	5518.416027
1882	5518.326073
1883	5518.281538
1884	5518.199358
1885	5518.107104
1886	5518.033405
1887	5518.009899
1888	5517.917818
1889	5517.901205
1890	5517.795159
1891	5517.704135
1892	5517.680805
1893	5517.563796
1894	5517.533749
1895	5517.499635
1896	5517.409137
1897	5517.359645
1898	5517.278335
1899	5517.189601
1900	5517.166445
1901	5517.11695
1902	5517.093971
1903	5517.064451
1904	5516.975536
1905	5516.894044
1906	5516.850204
1907	5516.761816
1908	5516.701005
1909	5516.613675
1910	5516.582384
1911	5516.465176
1912	5516.349556
1913	5516.262044
1914	5516.18231
1915	5516.103812
1916	5516.071988
1917	5515.96856
1918	5515.939564
1919	5515.867781
1920	5515.79529
1921	5515.767001
1922	5515.723506
1923	5515.701581
1924	5515.653135
1925	5515.57516
1926	5515.532901
1927	5515.485337
1928	5515.398165
1929	5515.370227
1930	5515.265017
1931	5515.234072
1932	5515.192341
1933	5515.091018
1934	5514.989163
1935	5514.958747
1936	5514.87864
1937	5514.856535
1938	5514.756621
1939	5514.669437
1940	5514.623104
1941	5514.536979
1942	5514.490822
1943	5514.463587
1944	5514.360482
1945	5514.338552
1946	5514.30884
1947	5514.206086
1948	5514.130566
1949	5514.051155
1950	5513.966082
1951	5513.881716
1952	5513.859784
1953	5513.792043
1954	5513.708558
1955	5513.629848
1956	5513.55945
1957	5513.532741
1958	5513.425551
1959	5513.355681
1960	5513.27785
1961	5513.207448
1962	5513.177377
1963	5513.148012
1964	5513.131384
1965	5513.029493
1966	5512.93096
1967	5512.855069
1968	5512.814205
1969	5512.739197
1970	5512.693732
1971	5512.608993
1972	5512.536105
1973	5512.432079
1974	5512.355297
1975	5512.277983
1976	5512.257106
1977	5512.190407
1978	5512.116806
1979	5512.041258
1980	5511.928199
1981	5511.853533
1982	5511.808769
1983	5511.711807
1984	5511.611481
1985	5511.535395
1986	5511.51947
1987	5511.446038
1988	5511.373665
1989	5511.265548
1990	5511.194058
1991	5511.173708
1992	5511.103633
1993	5511.088238
1994	5511.004712
1995	5510.960825
1996	5510.888978
1997	5510.778373
1998	5510.758022
1999	5510.729352
2000	5510.62193
2001	5510.582465
2002	5510.552379
2003	5510.445838
2004	5510.353631
2005	5510.247971
2006	5510.189742
2007	5510.107088
2008	5510.063725
2009	5509.965848
2010	5509.946024
2011	5509.869561
2012	5509.844604
2013	5509.775043
2014	5509.69256
2015	5509.595915
2016	5509.490064
2017	5509.470238
2018	5509.451121
2019	5509.431827
2020	5509.404036
2021	5509.301367
2022	5509.226312
2023	5509.121161
2024	5509.046103
2025	5508.944667
2026	5508.871908
2027	5508.799502
2028	5508.725502
2029	5508.624768
2030	5508.528989
2031	5508.504204
2032	5508.48526
2033	5508.411433
2034	5508.343093
2035	5508.275106
2036	5508.23226
2037	5508.15117
2038	5508.051311
2039	5507.952866
2040	5507.883635
2041	5507.813872
2042	5507.789437
2043	5507.747119
2044	5507.705508
2045	5507.625118
2046	5507.516396
2047	5507.449285
2048	5507.34233
